Item Fat Content,Item Identifier,Type,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,FDX51,Food,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,2.21,9.5,194.7452,4.3
Regular,FDX03,Food,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,6.12,15.85,45.6744,4.3
Regular,FDN46,Food,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,14.49,7.21,100.8332,4.3
Regular,FDM09,Food,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,8.61,11.15,167.879,4.3
Regular,FDG34,Food,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,3.76,11.5,107.5254,4.3
Regular,FDS34,Food,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,7.69,19.35,114.8518,4.3
Regular,FDE36,Food,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,4.2,5.26,162.6868,4.3
Regular,FDM24,Food,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,7.98,6.135,152.8366,4.3
Regular,FDY11,Food,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,2.97,6.71,66.6142,4.3
Regular,FDZ35,Food,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,2.24,9.6,102.499,4.3
Regular,FDY49,Food,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,1.21,17.2,164.4184,4.3
Regular,FDE51,Food,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,9.7,5.925,42.9086,4.3
Regular,FDC03,Food,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,7.23,8.575,196.5794,4.3
Regular,FDC51,Food,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.97,10.895,122.873,4.3
Regular,FDY38,Food,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,11.99,13.6,234.53,4.3
Regular,FDS28,Food,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,8.29,8.18,58.5588,4.3
Regular,FDE41,Food,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,6.44,9.195,83.1566,4.3
Regular,FDW52,Food,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,3.77,14,166.4526,4.3
Regular,FDV44,Food,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,4.01,8.365,190.7188,4.3
Regular,FDH20,Food,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,16.1,98.441,4.3
Regular,FDJ27,Food,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,12.26,17.7,103.8674,4.3
Regular,FDS45,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,2.97,5.175,105.2622,4.3
Regular,FDP21,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,2.59,7.42,189.1872,4.3
Regular,FDZ57,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,3.8,10,128.6994,4.3
Regular,FDU46,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,1.12,10.3,86.654,4.3
Regular,FDB58,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,1.36,10.5,143.2154,4.3
Regular,FDU21,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,7.72,11.8,35.7558,4.3
Regular,FDW09,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,2.61,13.65,78.8302,4.3
Regular,FDJ58,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,10.59,15.6,172.6764,4.3
Regular,FDD10,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,4.63,20.6,177.4344,4.3
Low Fat,FDG26,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,4.27,18.85,255.933,4.3
Low Fat,FDI19,Food,Meat,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,15.1,244.2512,4.3
Regular,FDB26,Food,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,3.14,14,53.764,4.3
Low Fat,FDQ13,Food,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,1.06,11.1,84.1908,4.3
Low Fat,FDV59,Food,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,4.8,13.35,219.6166,4.3
Low Fat,FDV47,Food,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,5.42,17.1,83.5566,4.3
Low Fat,FDW49,Food,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,8.25,19.5,177.2002,4.3
Low Fat,FDY50,Food,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,13.09,5.8,89.9172,4.3
Low Fat,DRG15,Drink,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,7.67,6.13,59.4536,4.3
Low Fat,FDB15,Food,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,13.68,10.895,265.2568,4.3
Low Fat,FDW50,Food,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,7.56,13.1,168.1158,4.3
Low Fat,FDA50,Food,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,8.72,16.25,95.141,4.3
Low Fat,FDN40,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,8.64,5.88,155.3998,4.3
Low Fat,FDS52,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.55,8.89,100.5016,4.3
Low Fat,FDB08,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0,6.055,162.3578,4.3
Low Fat,FDO32,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,12.05,6.36,45.906,4.3
Low Fat,FDC56,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,12.15,7.72,119.744,4.3
Low Fat,FDD08,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,3.53,8.3,38.0506,4.3
Low Fat,FDC20,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0,10.65,57.1272,4.3
Low Fat,FDL08,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,4.97,10.8,246.8144,4.3
Low Fat,FDS43,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,4.05,11.65,186.924,4.3
Low Fat,FDT08,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,4.92,13.65,150.005,4.3
Low Fat,DRQ35,Drink,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,4.23,9.3,125.4388,4.3
Low Fat,DRP35,Drink,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,9.09,18.85,126.6336,4.3
Low Fat,NCM05,Non-Consumable,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,5.98,6.825,264.3226,4.3
Low Fat,NCX05,Non-Consumable,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,9.7,15.2,116.8492,4.3
Low Fat,NCW41,Non-Consumable,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,1.54,18,159.2604,4.3
Low Fat,NCV18,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,10.52,6.775,84.225,4.3
Low Fat,NCS06,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,3.17,7.935,261.091,4.3
Low Fat,NCN18,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0,8.895,111.9544,4.3
Low Fat,NCU42,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,1.95,9,169.4474,4.3
Low Fat,NCN30,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,1.7,16.35,98.541,4.3
Low Fat,NCL18,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,16.76,18.85,193.1136,4.3
Low Fat,FDK55,Food,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,2.58,18.5,87.2172,4.3
Low Fat,FDN27,Food,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,3.96,20.85,116.8808,4.3
Low Fat,FDJ45,Food,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,7.34,17.75,35.1216,4.3
Low Fat,FDT21,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,2.04,7.42,247.1092,4.3
Low Fat,FDC58,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,4.19,10.195,44.6428,4.3
Low Fat,FDH33,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,12.17,12.85,42.7428,4.3
Low Fat,FDE46,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,1.58,18.6,152.9366,4.3
Low Fat,FDO58,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,3.96,19.6,165.9526,4.3
Low Fat,DRJ13,Drink,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,6.29,12.65,160.9578,4.3
Low Fat,DRI49,Drink,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,18.35,14.15,82.0276,4.3
Low Fat,DRH25,Drink,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0,18.7,52.2324,4.3
Regular,FDY24,Food,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,4.88,53.1298,4.3
Regular,FDP01,Food,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,6.33,20.75,153.7682,4.3
Regular,FDI50,Food,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0,8.42,229.0352,4.3
Regular,FDB02,Food,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,2.92,9.695,174.537,4.3
Regular,FDH50,Food,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,16.14,15,185.8266,4.3
Regular,FDW38,Food,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0,5.325,55.8298,4.3
Regular,FDQ26,Food,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,6.79,13.5,60.1562,4.3
Regular,FDB03,Food,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,15.68,17.75,242.1538,4.3
Regular,FDV16,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,8.29,7.75,34.9558,4.3
Regular,FDC29,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,2.42,8.39,112.6176,4.3
Regular,FDG41,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7.65,8.84,109.5228,4.3
Regular,FDN04,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,11.8,179.2344,4.3
Regular,FDH17,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,1.67,16.2,97.4726,4.3
Regular,FDZ16,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,15.98,16.85,195.5478,4.3
Regular,FDD21,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,3.06,10.3,114.4176,4.3
Regular,FDT55,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,4.36,13.6,155.7946,4.3
Regular,FDO19,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,1.66,17.7,46.9034,4.3
Regular,FDS32,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,2.96,17.75,142.4838,4.3
Regular,FDN39,Food,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,6.55,19.35,168.9816,4.3
Regular,FDU33,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,13.47,7.63,47.0402,4.3
Regular,FDM57,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7.58,11.65,82.9908,4.3
Regular,FDW46,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7.03,13,64.3484,4.3
Regular,FDL09,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,12.8,19.6,166.8816,4.3
Regular,FDD10,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,20.6,178.1344,4.3
Regular,DRB13,Drink,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.7,6.115,190.353,4.3
Low Fat,DRN37,Drink,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,9.63,9.6,167.3158,4.3
Regular,FDC10,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7.29,9.8,118.6098,4.3
Low Fat,DRH59,Drink,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,9.78,10.8,73.938,4.3
Low Fat,FDN12,Food,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,13.58,15.6,111.5544,4.3
Low Fat,FDO60,Food,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,5.75,20,43.1086,4.3
Low Fat,FDP11,Food,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,11.57,15.85,218.3166,4.3
Low Fat,FDT04,Food,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0,17.25,37.5822,4.3
Low Fat,FDG45,Food,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,21.43,8.1,213.9902,4.3
Low Fat,FDA32,Food,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,5.04,14,214.7192,4.3
Low Fat,FDR43,Food,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,27.03,18.2,38.319,4.3
Low Fat,FDB32,Food,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,3.93,20.6,94.4778,4.3
Low Fat,DRG11,Drink,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,14.03,6.385,109.1596,4.3
Low Fat,NCN41,Non-Consumable,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,8.74,17,125.073,4.3
Low Fat,NCP02,Non-Consumable,Household,2011,OUT010,Tier 3,Medium,Grocery Store,7.5,7.105,61.0562,4.3
Low Fat,NCT30,Non-Consumable,Household,2011,OUT010,Tier 3,Medium,Grocery Store,13.44,9.1,48.0718,4.3
Low Fat,NCR42,Non-Consumable,Household,2011,OUT010,Tier 3,Medium,Grocery Store,6.44,9.105,33.39,4.3
Low Fat,NCE43,Non-Consumable,Household,2011,OUT010,Tier 3,Medium,Grocery Store,17.31,12.5,168.4448,4.3
Low Fat,NCD55,Non-Consumable,Household,2011,OUT010,Tier 3,Medium,Grocery Store,4.07,14,43.4454,4.3
Low Fat,FDR46,Food,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,23.34,16.85,146.576,4.3
Low Fat,FDH35,Food,Starchy Foods,2011,OUT010,Tier 3,High,Grocery Store,10.08,18.25,166.3526,4.3
Regular,FDB49,Food,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,5.05,8.3,97.6384,4.3
Regular,FDY12,Food,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,23.54,9.8,50.8008,4.3
Regular,FDT11,Food,Breads,2011,OUT010,Tier 3,High,Grocery Store,4.92,5.94,186.4556,4.3
Regular,FDR59,Food,Breads,2011,OUT010,Tier 3,High,Grocery Store,10.69,14.5,260.4594,4.3
Regular,FDG38,Food,Canned,2011,OUT010,Tier 3,High,Grocery Store,8.83,8.975,84.1224,4.3
Regular,FDW26,Food,Dairy,2011,OUT010,Tier 3,High,Grocery Store,17.92,11.8,224.2772,4.3
Regular,FDK03,Food,Dairy,2011,OUT010,Tier 3,High,Grocery Store,12.37,12.6,253.0356,4.3
Regular,FDQ40,Food,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,6.03,11.1,175.8712,4.3
Regular,FDR52,Food,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,12.73,12.65,191.7846,4.3
Regular,FDO08,Food,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,9,11.1,164.0526,4.3
Regular,FDW55,Food,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,3.68,12.6,250.3092,4.3
Regular,FDC09,Food,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,4.4,15.5,102.0332,4.3
Regular,FDS32,Food,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,4.96,17.75,140.2838,4.3
Regular,FDV20,Food,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,10.01,20.2,125.2678,4.3
Regular,FDS15,Food,Meat,2011,OUT010,Tier 3,High,Grocery Store,13.07,9.195,106.4596,4.3
Regular,FDZ51,Food,Meat,2011,OUT010,Tier 3,High,Grocery Store,9.13,11.3,96.9094,4.3
Regular,FDU58,Food,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,4.86,6.61,188.4898,4.3
Regular,FDQ45,Food,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0,9.5,182.3608,4.3
Regular,FDU46,Food,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,1.86,10.3,87.854,4.3
Low Fat,FDR48,Food,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,13.14,11.65,151.9024,4.3
Low Fat,FDW47,Food,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,4.63,15,120.0414,4.3
Low Fat,FDP37,Food,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,14.3,15.6,130.3994,4.3
Low Fat,FDG50,Food,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,1.53,7.405,91.0146,4.3
Low Fat,FDT37,Food,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,3.52,14.15,255.5014,4.3
Low Fat,FDA13,Food,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,7.85,15.85,39.9506,4.3
Low Fat,FDP26,Food,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,13.94,7.785,103.0306,4.3
Low Fat,FDZ15,Food,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,2.09,13.1,117.4782,4.3
Low Fat,FDD03,Food,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,7.97,13.3,233.03,4.3
Low Fat,DRF03,Drink,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,4.53,19.1,38.8138,4.3
Low Fat,FDH16,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,5.25,10.5,90.783,4.3
Low Fat,FDD29,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,1.84,12.15,251.6698,4.3
Low Fat,FDL40,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,1.16,17.7,97.741,4.3
Low Fat,FDY31,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,4.35,5.98,148.4418,4.3
Low Fat,FDO32,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,12.04,6.36,45.406,4.3
Low Fat,FDG32,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,17.58,19.85,222.0772,4.3
Low Fat,NCP29,Non-Consumable,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,11.22,8.42,65.9168,4.3
Low Fat,NCS29,Non-Consumable,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,6.95,9,266.6884,4.3
Low Fat,NCB06,Non-Consumable,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,8.23,17.6,160.492,4.3
Low Fat,NCQ53,Non-Consumable,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,1.89,17.6,236.259,4.3
Low Fat,NCW53,Non-Consumable,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,3.05,18.35,191.3162,4.3
Low Fat,NCZ30,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,2.62,6.59,121.5098,4.3
Low Fat,NCA29,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,2.73,10.5,170.9106,4.3
Low Fat,NCN26,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0,10.85,119.0808,4.3
Low Fat,NCJ18,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,16.38,12.35,117.6124,4.3
Low Fat,NCS18,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,4.22,12.65,106.4938,4.3
Low Fat,NCG06,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,2.94,16.35,256.9646,4.3
Low Fat,NCX30,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,2.66,16.7,245.8776,4.3
Low Fat,NCT06,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,3.87,17.1,165.0842,4.3
Low Fat,NCF18,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,8.89,18.35,192.8504,4.3
Low Fat,NCB18,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,4.13,19.6,88.8514,4.3
Low Fat,NCJ06,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,3.46,20.1,118.9782,4.3
Low Fat,NCA06,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,14.32,20.5,34.919,4.3
Low Fat,NCE42,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,1.06,21.1,234.2958,4.3
Low Fat,NCP55,Non-Consumable,Others,2014,OUT013,Tier 3,High,Supermarket Type1,1.12,14.65,53.8614,4.3
Low Fat,FDI57,Food,Seafood,2014,OUT013,Tier 3,High,Supermarket Type1,5.4,19.85,196.8768,4.3
Low Fat,FDZ33,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,10.73,10.195,149.8076,4.3
Low Fat,FDT45,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0,15.85,55.1956,4.3
Low Fat,FDV46,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,1.26,18.2,141.218,4.3
Low Fat,FDM10,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,7.59,18.25,213.4218,4.3
Low Fat,DRD37,Drink,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,1.38,9.8,45.306,4.3
Low Fat,DRG01,Drink,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,4.48,14.8,78.367,4.3
Low Fat,FDF35,Food,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,15.39,15,108.5938,4.3
Regular,FDT12,Food,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,4.96,6.215,227.4062,4.3
Regular,FDZ59,Food,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,10.39,6.63,166.85,4.3
Regular,FDY11,Food,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,2.95,6.71,67.5142,4.3
Regular,FDI48,Food,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,5.57,11.85,50.5666,4.3
Regular,FDY47,Food,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,5.44,8.6,128.831,4.3
Regular,FDR59,Food,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,6.38,14.5,263.2594,4.3
Regular,FDY01,Food,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,17.01,11.8,116.7834,4.3
Regular,FDV04,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,14.99,7.825,159.0288,4.3
Regular,FDR52,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,7.6,12.65,192.3846,4.3
Regular,FDH17,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,1.66,16.2,95.8726,4.3
Regular,FDE17,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,5.44,20.1,151.3366,4.3
Regular,FDA07,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,3.09,7.55,123.9072,4.3
Regular,FDE20,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.55,11.35,168.279,4.3
Regular,FDK20,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,4.15,12.6,124.3072,4.3
Regular,FDA55,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,5.69,17.2,222.5088,4.3
Regular,FDW07,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,14.26,18,88.2514,4.3
Regular,FDW32,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,9.42,18.35,83.9882,4.3
Regular,FDC08,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,10.34,19,226.172,4.3
Regular,FDM51,Food,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,2.59,11.8,102.4674,4.3
Regular,FDR27,Food,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,9.6,15.1,133.7942,4.3
Regular,FDJ10,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,12.94,5.095,140.3838,4.3
Regular,FDK10,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,4.03,5.785,180.466,4.3
Regular,FDL57,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,6.7,15.1,260.3304,4.3
Regular,FDN34,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0,15.6,170.6132,4.3
Regular,FDC34,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,17.26,16,154.5972,4.3
Regular,DRB13,Drink,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.7,6.115,189.253,4.3
Regular,DRZ11,Drink,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,11.26,8.85,122.0388,4.3
Regular,DRL01,Drink,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,7.71,19.5,232.8958,4.3
Low Fat,FDN09,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.5,14.15,245.3828,4.3
Low Fat,DRD25,Drink,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.93,6.135,111.286,4.3
Low Fat,FDH48,Food,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,13.5,84.554,4.3
Low Fat,FDL36,Food,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.64,15.1,88.483,4.3
Low Fat,FDZ48,Food,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.63,17.75,113.1544,4.3
Low Fat,FDO60,Food,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,20,43.4086,4.3
Low Fat,FDK38,Food,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,5.35,6.65,150.0734,4.3
Low Fat,DRG27,Drink,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,8.895,42.0138,4.3
Low Fat,DRF27,Drink,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.85,8.93,151.434,4.3
Low Fat,FDB15,Food,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,13.74,10.895,264.3568,4.3
Low Fat,DRE03,Drink,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.43,19.6,48.5718,4.3
Low Fat,FDL16,Food,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,16.91,12.85,46.406,4.3
Low Fat,FDF05,Food,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.7,17.5,262.591,4.3
